Code	Proposal	n1	n2	n3	year_pres	presented	published	presented_date	1st debate	pri_debate	2nd debate	seg_debate	Approval	Ex Signature	p_veto	published_data	Min de la Ley	Decree	Executive	MP	Party	Commission	Other	na	No. MPs	Multiple parties	Territory	t_pres_1deb	t_pres_2deb	Exe sign	t_pres_exe	t(pres-pub)	t(pres-pub)	t(1std-2ndd)	t(1std-exe)	t(1sd-pub)	t(2nd-exesign)	t(2nd-pub)	t(exesign-pub)	1erd	2nd	DiasGob	1/15/07	DiasGob2
495	Ley de veteranos de guerra del ecuador	A9	P0	B4	2013	1	0	1/14/13										0	0	0	0	0	1	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
496	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2013	1	0	1/17/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
497	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2013	1	0	1/22/13	7/18/16	1								0	0	1	0	0	0	0	1	0	0	1273	 			0	0	 	 	 	 	 	 	1	0	-39097		0
498	Ley reformatoria a la ley de personal de las ff.aa.	A1	P1	B2	2013	1	1	2/21/13	7/4/13	1	12/22/14	1	12/22/14	1/20/15	1	2/20/15	0	0	1	0	0	0	0	0			0	133	669	1/20/15	698	0	0	536	565	596	29	60	31	1	1	2958		2958
499	Ley reformatoria al código civil	A3	P0	B3	2013	1	0	3/7/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
500	Ley de incentivos a las invenciones científicas	A9	P0	B3	2013	1	0	3/14/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
501	Ley reformatoria a la ley de economía popular y solidaria	A5	P0	B3	2013	1	0	4/2/13	12/16/15	1								0	0	1	0	0	0	0	1	0	0	988	 			0	0	 	 	 	 	 	 	1	0	-39097		0
502	Ley para la presentación y control de las declaraciones patrimoniales juradas	A1	P1	B4	2013	1	1	4/4/13	12/16/15	1	2/11/16	1	2/11/16	3/2/16	1	4/8/16	0	0	0	0	0	0	1	0			0	986	1043	3/2/16	1063	0	0	57	77	114	20	57	37	1	1	3371		3371
503	Ley para el fortalecimiento y la optimización del sector societario y burátil	A5	P1	B2	2013	1	1	4/5/13	7/15/13	1	3/13/14	1	3/13/14	4/14/14	1	5/20/14	0	0	1	0	0	0	0	0			0	101	342	4/14/14	374	0	0	241	273	309	32	68	36	1	1	2682		2682
504	Ley reformatoria al código penal	A3	P0	B3	2013	1	0	5/14/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
505	Ley reformatoria a la ley de minería y a la ley orgánica de equidad tributaria	A2	P1	B2	2013	1	1	5/16/13	5/29/13	1	6/13/13	1	6/13/13	6/24/13	1	7/16/13	0	0	1	0	0	0	0	0			0	13	28	6/24/13	39	0	0	15	26	48	11	33	22	1	1	2374		2374
506	"Ley orgánica de prevención, control y sanción del acoso"	A9	P0	B3	2013	1	0	6/20/13	8/21/13	1								0	0	1	0	0	0	0	1	0	0	62	 			0	0	 	 	 	 	 	 	1	0	-39097		0
507	Ley orgánica de incentivos para el sector productivo	A5	P1	B2	2013	1	1	7/5/13	7/31/13	1	7/17/13	1	7/17/13	8/4/13	0	8/12/13	0	1	1	0	0	0	0	0			0	26	12	8/4/13	30	0	0	-14	4	12	18	26	8	1	1	2401		2401
508	Ley que prohibe la tenencia de animales silvestres en espectáculos públicos	A9	P0	B3	2013	1	0	7/18/13	4/30/14	1								0	0	1	0	0	0	0	1	0	0	286	 			0	0	 	 	 	 	 	 	1	0	-39097		0
509	Ley de fomento a jóvenes emprendedores	A5	P0	B3	2013	1	0	7/18/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
510	"Ley reformatoria a la ley 88, legalización de tierras en guayaquil samborondón y el triunfo"	A8	P1	B3	2013	1	1	7/23/13	8/27/13	1	10/1/13	1	10/1/13	10/9/13	0	10/21/13	0	0	0	1	0	0	0	0	1	0	1	35	70	10/9/13	78	0	0	35	43	55	8	20	12	1	1	2471		2471
511	Ley reformatoria a la ley del futbolista profesional	A9	P0	B3	2013	1	0	8/5/13	12/2/13	1								0	0	1	0	0	0	0	1	0	0	119	 			0	0	 	 	 	 	 	 	1	0	-39097		0
512	Ley reformatoria al código penal	A3	P0	B3	2013	1	0	8/7/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
513	Ley de creación de la universidad de las artes	A9	P1	B2	2013	1	1	8/9/13	9/24/13	1	12/5/13	1	12/5/13	12/5/13	0	12/17/13	0	0	1	0	0	0	0	0			0	46	118	12/5/13	118	0	0	72	72	84	0	12	12	1	1	2528		2528
514	Ley de creación de la univesidad ikiam	A9	P1	B2	2013	1	1	8/9/13	9/24/13	1	12/5/13	1	12/5/13	12/5/13	0	12/17/13	0	0	1	0	0	0	0	0			0	46	118	12/5/13	118	0	0	72	72	84	0	12	12	1	1	2528		2528
515	Ley de creación de la universidad nacional de educación	A9	P1	B2	2013	1	1	8/9/13	9/24/13	1	12/5/13	1	12/5/13	12/5/13	0	12/17/13	0	0	1	0	0	0	0	0			0	46	118	12/5/13	118	0	0	72	72	84	0	12	12	1	1	2528		2528
516	Ley de creación de la universidad de investigación de tecnología yachay	A9	P1	B2	2013	1	1	8/9/13	9/24/13	1	12/5/13	1	12/5/13	12/5/13	0	12/17/13	0	0	1	0	0	0	0	0			0	46	118	12/5/13	118	0	0	72	72	84	0	12	12	1	1	2528		2528
517	Ley reformatoria al cootad	A7	P0	B3	2013	1	0	8/13/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
518	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B3	2013	1	0	8/21/13										0	0	1	0	0	0	0	3	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
519	Ley general de pasantías y prácticas profesionales	A9	P0	B3	2013	1	0	9/5/13	2/11/14	1								0	0	1	0	0	0	0	3	0	0	159	 			0	0	 	 	 	 	 	 	1	0	-39097		0
520	Ley de fomento a jóvenes emprendedores	A5	P0	B3	2013	1	0	9/23/13	12/18/13	1								0	0	1	0	0	0	0	1	0	0	86	 			0	0	 	 	 	 	 	 	1	0	-39097		0
521	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B2	2013	1	0	9/24/13										0	1	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
522	Ley interpretativa al artículo 56 de la ley para la reforma a las finanzas públicas	A2	P0	B3	2013	1	0	9/25/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
523	Ley de creación del fondo para el manejo de recursos generados por el itt	A5	P0	B3	2013	1	0	10/1/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
524	Ley reformatoria a los artículos 354 y 355 del código penal	A3	P0	B3	2013	1	0	10/3/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
525	Ley orgánica de fomento al emprendimiento	A5	P0	B3	2013	1	0	10/10/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
526	Ley de promoción de la cultura en segurida social	A9	P0	B3	2013	1	0	10/14/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
527	Ley reformatoria a la ley del anciano	A9	P0	B3	2013	1	0	11/11/13	6/11/14	1								0	0	1	0	0	0	0	1	0	0	212	 			0	0	 	 	 	 	 	 	1	0	-39097		0
528	Ley reformatoria al artícuo 43 de la ley de defensa al consumidor	A3	P0	B3	2013	1	0	11/12/13	1/24/14	1								0	0	1	0	0	0	0	1	0	0	73	 			0	0	 	 	 	 	 	 	1	0	-39097		0
529	Ley de creación del instituto nacional del bocio	A9	P0	B3	2013	1	0	11/12/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
530	Ley reformatoria a la ley de pesca y desarrollo pesquero	A5	P0	B3	2013	1	0	11/18/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
531	Ley de comunas y comunidades del ecuador	A3	P0	B3	2013	1	0	11/18/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
532	Ley orgánica de fomento al emprendimiento	A5	P0	B3	2013	1	0	11/19/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
533	Ley de innovación tecnológica estudiantil	A9	P0	B5	2013	1	0	11/26/13	4/16/14	1								0	0	0	1	0	0	0			0	141	 			0	0	 	 	 	 	 	 	1	0	-39097		0
534	Ley para la ejecución de laudos y sentencias	A1	P0	B2	2013	1	0	12/5/13										0	1	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
535	Ley orgánica de la defensoría del pueblo	A7	P0	B4	2013	1	0	12/9/13	9/24/14	1								0	0	0	0	0	1	0			0	289	 			0	0	 	 	 	 	 	 	1	0	-39097		0
536	Ley de fomento al empleo juvenil	A9	P0	B3	2013	1	0	12/20/13										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
537	"Ley reformatoria a la ley orgánica de educación intercultural, y al código de la niñez"	A9	P0	B3	2014	1	0	1/10/14	9/11/14	1								0	0	1	0	0	0	0	1	0	0	244	 			0	0	 	 	 	 	 	 	1	0	-39097		0
538	Ley para el cierre de la crisis bancaria de 1999	A5	P1	B2	2014	1	1	1/13/14	1/28/14	1	2/6/14	1	2/6/14	2/15/14	0	2/20/14	0	1	1	0	0	0	0	0			0	15	24	2/15/14	33	0	0	9	18	23	9	14	5	1	1	2593		2593
539	Ley reformatoria a la ley de facilitación de las exportaciones y del transporte acuático	A5	P0	B2	2014	1	0	1/13/14										0	1	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
540	Ley reformatoria al código orgánico de la niñez y adolescencia	A9	P0	B3	2014	1	0	1/15/14	4/10/14	1								0	0	1	0	0	0	0	1	0	0	85	 			0	0	 	 	 	 	 	 	1	0	-39097		0
541	Ley reformatoria al sistema nacional de datos públicos	A1	P0	B3	2014	1	0	1/15/14	4/14/14	1								0	0	1	0	0	0	0	1	0	0	89	 			0	0	 	 	 	 	 	 	1	0	-39097		0
542	Ley orgánica de defensa de emprendedores urbanos	A5	P0	B5	2014	1	0	1/15/14										0	0	0	1	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
543	Código orgánico general de procesos	A1	P1	B4	2014	1	1	1/20/14	7/24/14	1	3/26/15	1	3/26/15	4/29/15	1	5/22/15	0	0	0	0	0	0	1	0			0	185	430	4/29/15	464	0	0	245	279	302	34	57	23	1	1	3049		3049
544	Ley reformatoria al código del trabajo	A9	P0	B3	2014	1	0	1/21/14	5/15/14	1								0	0	1	0	0	0	0	1	0	0	114	 			0	0	 	 	 	 	 	 	1	0	-39097		0
545	Ley reformatoria a la ley orgánica de discapacidades	A9	P0	B3	2014	1	0	1/21/14	6/6/14	1								0	0	1	0	0	0	0	1	0	0	136	 			0	0	 	 	 	 	 	 	1	0	-39097		0
546	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B3	2014	1	0	1/30/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
547	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B3	2014	1	0	2/7/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
548	Ley orgánica del servicio público de energía eléctrica	A9	P1	B2	2014	1	1	2/24/14	5/15/14	1	5/29/14	1	5/29/14	12/17/14	1	1/16/15	0	0	1	0	0	0	0	0			0	80	94	12/17/14	296	0	0	14	216	246	202	232	30	1	1	2923		2923
549	Ley reformatoria al artículo 292 de la ley orgánica electoral	A7	P0	B3	2014	1	0	3/13/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
550	Ley orgánica de fomento al emprendimiento	A5	P0	B3	2014	1	0	3/24/14	4/8/15	1								0	0	1	0	0	0	0	1	0	0	380	 			0	0	 	 	 	 	 	 	1	0	-39097		0
551	Ley de seguros médicos y medicina prepagada	A9	P1	B3	2014	1	1	3/25/14	1/28/16	1	8/11/16	1	8/11/16	9/8/16	1	10/17/16	0	0	0	1	0	0	0	0	1	0	0	674	870	9/8/16	898	0	0	196	224	263	28	67	39	1	1	3563		3563
552	Ley reformatoria al artículo 19 de la ley notarial	A1	P0	B3	2014	1	0	3/26/14	5/15/14	1								0	0	1	0	0	0	0	1	0	0	50	 			0	0	 	 	 	 	 	 	1	0	-39097		0
553	Ley reformatoria a la ley orgánica del bnf	A5	P0	B3	2014	1	0	3/27/14	4/29/14	1								0	0	1	0	0	0	0	1	0	0	33	 			0	0	 	 	 	 	 	 	1	0	-39097		0
554	Ley de fomento al empleo juvenil	A9	P0	B3	2014	1	0	4/1/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
555	Código orgánico de las entidades de seguridad ciudadana y orden público	A1	P0	B2	2014	1	0	4/3/14	7/13/16	1								0	1	0	0	0	0	0			0	832	 			0	0	 	 	 	 	 	 	1	0	-39097		0
556	Ley reformatoria a la ley de seguridad social y ley del biess	A9	P1	B3	2014	1	1	4/15/14	7/28/14	1	9/25/14	1	9/25/14	10/16/14	1	11/20/14	0	0	0	1	0	0	0	0	1	0	0	104	163	10/16/14	184	0	0	59	80	115	21	56	35	1	1	2866		2866
557	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2014	1	0	4/21/14	7/18/16	1								0	0	1	0	0	0	0	1	0	0	819	 			0	0	 	 	 	 	 	 	1	0	-39097		0
558	Ley reformatoria al artículo 1 de la ley 010 para el eco-desarrollo	A2	P0	B3	2014	1	0	5/7/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
559	Ley reformatoria al cootad	A7	P0	B3	2014	1	0	5/20/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
560	Ley de hidrocarburos	A5	P0	B3	2014	1	0	5/28/14	11/26/14	1								0	0	1	0	0	0	0	1	0	0	182	 			0	0	 	 	 	 	 	 	1	0	-39097		0
561	Ley reformatoría a la ley orgánica de elecciones	A7	P0	B3	2014	1	0	5/28/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
562	Ley de reconocimiento público del estado a artistas deportistas e investigadores	A9	P1	B3	2014	1	1	6/23/14	11/12/14	1	1/20/15	1	1/20/15	2/9/15	0	2/20/15	0	0	0	1	0	0	0	0	1	0	0	142	211	2/9/15	231	0	0	69	89	100	20	31	11	1	1	2958		2958
563	Ley reformatoria al artículo 317 del cootad	A7	P0	B3	2014	1	0	6/24/14	9/11/14	1								0	0	1	0	0	0	0	1	0	0	79	 			0	0	 	 	 	 	 	 	1	0	-39097		0
564	Código orgánico monetario y financiero	A5	P1	B2	2014	1	1	6/25/14	7/4/14	1	7/24/14	1	7/24/14	8/22/14	1	9/12/14	0	1	1	0	0	0	0	0			0	9	29	8/22/14	58	0	0	20	49	70	29	50	21	1	1	2797		2797
565	Ley reformatoria a la ley orgánica de educación intercultural	A9	P1	B2	2014	1	1	6/26/14	9/24/14	1	6/30/15	1	6/30/15	7/22/15	1	8/25/15	0	0	1	0	0	0	0	0			0	90	369	7/22/15	391	0	0	279	301	335	22	56	34	1	1	3144		3144
566	Ley reformatoria a la ley constitutivia del iniap y ley especial del sector cafetalero	A9	P1	B2	2014	1	1	6/27/14	9/24/14	1	11/27/14	1	11/27/14	12/11/14	1	2/26/15	1	0	1	0	0	0	0	0			0	89	153	12/11/14	167	0	0	64	78	155	14	91	77	1	1	2964		2964
567	Ley reformatoria al artículo 1 de la ley 010 para el eco-desarrollo	A2	P0	B3	2014	1	0	7/8/14										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
568	Ley reformatoria a la ley de telecomunicaciones	A5	P1	B2	2014	1	1	7/14/14	10/29/14	1	12/17/14	1	12/17/14	1/14/15	1	2/18/15	0	0	1	0	0	0	0	0			0	107	156	1/14/15	184	0	0	49	77	112	28	63	35	1	1	2956		2956
569	Ley reformatoria al código orgánico integral penal	A3	P1	B2	2014	1	1	7/14/14	4/29/15	1	8/11/15	1	8/11/15	8/26/15	1	9/30/15	0	0	1	0	0	0	0	0			0	289	393	8/26/15	408	0	0	104	119	154	15	50	35	1	1	3180		3180
570	Ley reformatoria a la ley orgánica de educación superior	A9	P0	B3	2014	1	0	7/17/14	11/5/14	1								0	0	1	0	0	0	0	1	0	0	111	 			0	0	 	 	 	 	 	 	1	0	-39097		0
571	Ley reformatoria a la ley orgánica de discapacidades	A9	P0	B3	2014	1	0	7/28/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
572	Ley reformatoria a los artículos 93 y 188 de la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2014	1	0	7/31/14	1/28/15	1								0	0	1	0	0	0	0	1	0	0	181	 			0	0	 	 	 	 	 	 	1	0	-39097		0
573	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2014	1	0	8/19/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
574	Ley reformatoria a la ley de seguridad privada	A9	P0	B3	2014	1	0	8/26/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
575	Ley reformatoria a los artículos 157 y 159 del código orgánico integral penal	A3	P1	B3	2014	1	1	9/11/14	4/29/15	1	8/11/15	1	8/11/15	8/26/15	1	9/30/15	0	0	0	1	0	0	0	0	1	0	0	230	334	8/26/15	349	0	0	104	119	154	15	50	35	1	1	3180		3180
576	Ley reformatoria a la ley forestal y de conservación de áreas naturales	A9	P0	B2	2014	1	0	9/12/14										0	1	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
577	Ley orgánica de los cuerpos de bomberos	A9	P0	B3	2014	1	0	9/16/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
578	Ley reformatoria a la ley de seguridad pública y del estado	A9	P0	B3	2014	1	0	9/23/14	6/24/15	1								0	0	1	0	0	0	0	1	0	0	274	 			0	0	 	 	 	 	 	 	1	0	-39097		0
579	Ley reformatoria a la ley orgánica del sistema de contratación pública	A1	P0	B2	2014	1	0	9/29/14	3/12/15	1								0	1	0	0	0	0	0			0	164	 			0	0	 	 	 	 	 	 	1	0	-39097		0
580	Ley orgánica de protección prioritaria a adultos mayores	A9	P0	B4	2014	1	0	9/29/14										0	0	0	0	0	1	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
581	"Ley reformatoria a la ley de deportes, educación física y recreación, y ley del deportista profesional"	A9	P0	B3	2014	1	0	10/1/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
582	Ley reformatoria a la disposición transitoria décima del cootad	A7	P0	B3	2014	1	0	10/7/14	1/7/15	1								0	0	1	0	0	0	0	1	0	0	92	 			0	0	 	 	 	 	 	 	1	0	-39097		0
583	Ley orgánica de los cuerpos de bomberos	A9	P0	B3	2014	1	0	10/7/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
584	Código orgánico del ambiente	A9	P0	B3	2014	1	0	10/13/14	7/16/15	1								0	0	1	0	0	0	0	1	0	0	276	 			0	0	 	 	 	 	 	 	1	0	-39097		0
585	Ley reformatoria al código del trabajo	A9	P0	B3	2014	1	0	10/14/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
586	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B3	2014	1	0	10/17/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
587	Ley orgánica de consulta previa a las comunas y comunidades	A3	P0	B3	2014	1	0	10/21/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
588	Ley orgánica de bienestar animal	A9	P0	B3	2014	1	0	10/28/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
589	Ley interpretativa al artículo 58 de la ley orgánica de servicio público	A1	P0	B3	2014	1	0	11/7/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
590	Ley reformatoria al artículo 134 de la ley orgánica de educación intercultural	A9	P1	B3	2014	1	1	11/13/14	2/10/15	1	6/30/15	1	6/30/15	7/22/15	1	8/25/15	0	0	0	1	0	0	0	0	1	0	0	89	229	7/22/15	251	0	0	140	162	196	22	56	34	1	1	3144		3144
591	Ley derogatoria a la disposición 27 del código orgánico de la función judicial	A7	P0	B3	2014	1	0	11/13/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
592	Ley reformatoria al código del trabajo y a la ley de seguridad social	A9	P0	B3	2014	1	0	11/13/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
593	Ley para la justicia laboral y reconocimiento del trabajo del hogar	A9	P1	B2	2014	1	1	11/15/14	12/23/14	1	4/14/15	1	4/14/15	4/17/15	0	4/17/15	0	0	1	0	0	0	0	0			0	38	150	4/17/15	153	0	0	112	115	115	3	3	0	1	1	3014		3014
594	Ley orgánica de ordenamiento territorial y gesetión del uso del suelo	A1	P1	B3	2014	1	1	11/19/14	4/23/15	1	5/12/16	1	5/12/16	6/8/16	1	7/5/16	0	0	0	1	0	0	0	0	9	0	0	155	540	6/8/16	567	0	0	385	412	439	27	54	27	1	1	3459		3459
595	Ley orgánica de incentivos a la producción y prevención del fraude fiscal	A5	P1	B2	2014	1	1	11/28/14	12/11/14	1	12/22/14	1	12/22/14	12/23/14	0	12/29/14	0	1	1	0	0	0	0	0			0	13	24	12/23/14	25	0	0	11	12	18	1	7	6	1	1	2905		2905
596	"Ley reformatoria a la ley de tránstio, transporte terrestre y seguridad vial"	A1	P0	B3	2014	1	0	12/2/14	3/2/16	1								0	0	1	0	0	0	0	1	0	0	456	 			0	0	 	 	 	 	 	 	1	0	-39097		0
597	Ley reformtoria a la ley orgánica del cpcc	A7	P0	B3	2014	1	0	12/3/14										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
598	Ley reformatoria al sistema nacional de contratación pública	A1	P0	B2	2014	1	0	12/11/14	3/12/15	1								0	1	0	0	0	0	0			0	91	 			0	0	 	 	 	 	 	 	1	0	-39097		0
599	"Ley orgánica de prevención de drogas, y uso y consumo de sustancias estupefacientes"	A9	P1	B3	2014	1	1	12/12/14	4/1/15	1	10/1/15	1	10/1/15	10/20/15	0	10/26/15	0	0	0	1	0	0	0	0	9	0	0	110	293	10/20/15	312	0	0	183	202	208	19	25	6	1	1	3206		3206
600	Ley reformatoria a la ley orgánica de servicio público de energía eléctrica	A9	P0	B3	2015	1	0	1/13/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
601	"Ley reformatoria a los artículos 119, 202 y 210 del coip"	A3	P0	B3	2015	1	0	1/14/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
602	Ley de fomento y desarrollo del cacao nacional	A5	P0	B3	2015	1	0	1/20/15	3/26/15	1								0	0	1	0	0	0	0	1	0	0	65	 			0	0	 	 	 	 	 	 	1	0	-39097		0
603	Ley reformatoria a la ley de aviación civil	A1	P0	B3	2015	1	0	3/12/15	6/17/15	1								0	0	1	0	0	0	0	1	0	0	97	 			0	0	 	 	 	 	 	 	1	0	-39097		0
604	Ley reformatoria al libro II del código civil	A3	P0	B3	2015	1	0	3/24/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
605	"Ley orgánica de remisión de intereses, multas y recargos tributarios sobre impuestos"	A2	P1	B2	2015	1	1	3/31/15	4/9/15	1	4/28/15	1	4/28/15	4/30/15	0	5/5/15	0	1	1	0	0	0	0	0			0	9	28	4/30/15	30	0	0	19	21	26	2	7	5	1	1	3032		3032
606	Ley reformatoria la ley orgánica de la función legislativa	A7	P0	B3	2015	1	0	4/9/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
607	Ley reformatoria al cootad	A7	P0	B3	2015	1	0	4/10/15	7/16/15	1								0	0	1	0	0	0	0	1	0	0	97	 			0	0	 	 	 	 	 	 	1	0	-39097		0
608	Ley orgánica de atención preferencial fronteriza	A8	P0	B3	2015	1	0	4/14/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
609	Ley reformatoria a la ley intercultural bilingüe	A9	P0	B3	2015	1	0	4/14/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
610	Ley reformatoria a la ley intercultural bilingüe	A9	P0	B3	2015	1	0	4/15/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
611	Ley del sistema de promoción y protección de derechos	A3	P0	B4	2015	1	0	4/20/15										0	0	0	0	0	1	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
612	Ley reformatoria al cootad	A7	P0	B3	2015	1	0	4/27/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
613	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2015	1	0	4/30/15	7/15/15	1								0	0	1	0	0	0	0	1	0	0	76	 			0	0	 	 	 	 	 	 	1	0	-39097		0
614	Ley de creación de la universidad amazónica del yasuní	A9	P0	B3	2015	1	0	5/5/15										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
615	Ley reformatoria a la ley de turismo y ley de aviación civil	A5	P0	B5	2015	1	0	5/7/15	6/17/15	1								0	0	0	1	0	0	0			0	41	 			0	0	 	 	 	 	 	 	1	0	-39097		0
616	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2015	1	0	5/13/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
617	Ley reformatoria a la ley orgánica de donación y transplante de órganos	A9	P0	B3	2015	1	0	5/14/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
618	Ley reformatoria a la ley orgánica de donación y transplante de órganos	A9	P0	B3	2015	1	0	5/20/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
619	Ley reformatoria a la loes	A9	P0	B3	2015	1	0	5/26/15										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
620	"Código orgánico de la economía social de los conocimientos, creatividad e innovación"	A9	P1	B2	2015	1	0	6/3/15	10/7/15	1	10/11/16	1	10/11/16	11/9/16	1		0	0	0	0	0	0	0	0			0	126	496	11/9/16	525	0	0	370	399	 	29	 	 	1	1	-39097		0
